X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,dataset
5,4,8,7,93.6,235.1,723.1,10.1,29.1,40,6.0,0.0,0.0,drifted
8,6,8,4,94.8,222.4,698.6,13.9,32.5,17,6.9,0.0,746.28,drifted
6,3,7,2,92.7,164.1,575.8,8.9,31.3,29,5.1,0.0,7.02,drifted
6,5,3,3,93.4,17.3,28.3,9.9,18.8,14,7.8,0.0,0.0,drifted
2,4,8,7,92.0,203.2,664.5,8.1,29.9,32,7.4,0.0,2.44,drifted
2,5,8,7,91.6,181.3,613.0,7.6,29.8,26,6.0,0.0,3.05,drifted
8,8,8,3,91.7,191.4,635.9,7.8,31.2,26,6.5,0.0,185.76,drifted
2,4,8,3,95.2,217.7,690.0,18.0,35.8,9,6.5,0.0,0.0,drifted
8,6,7,7,88.9,263.1,795.9,5.2,34.3,17,5.6,0.0,6.3,drifted
1,3,9,6,91.2,94.3,744.4,8.4,27.3,38,6.0,0.0,0.72,drifted
8,6,8,6,93.7,231.1,715.1,8.4,31.9,21,5.6,0.0,4.96,drifted
2,2,8,4,91.6,248.4,753.8,6.3,25.4,46,4.2,0.0,0.0,drifted
8,6,8,4,91.6,248.4,753.8,6.3,25.4,46,4.2,0.0,0.0,drifted
2,4,8,1,92.1,207.0,672.6,8.2,32.9,23,4.2,0.0,2.35,drifted
1,3,8,4,94.8,222.4,698.6,13.9,31.2,24,7.8,0.0,0.0,drifted
3,4,8,7,91.6,181.3,613.0,7.6,29.6,34,6.0,0.0,3.2,drifted
7,4,9,4,89.7,287.2,849.3,6.8,24.4,35,5.6,0.0,0.0,drifted
1,3,8,6,92.1,178.0,605.3,9.6,28.3,30,6.0,0.0,6.36,drifted
8,6,8,4,94.8,222.4,698.6,13.9,28.9,28,8.7,0.0,0.0,drifted
2,4,8,7,93.6,235.1,723.1,10.1,25.9,56,6.9,0.0,15.34,drifted
1,4,8,5,90.6,269.8,811.2,5.5,27.2,35,5.6,0.0,0.0,drifted
2,5,7,6,90.8,84.7,376.6,5.6,28.8,41,3.8,0.0,0.0,drifted
8,6,8,1,92.1,207.0,672.6,8.2,31.8,25,3.3,0.0,0.54,drifted
8,6,8,6,89.4,253.6,768.4,9.7,19.2,63,4.7,0.0,0.0,drifted
2,5,8,6,93.7,231.1,715.1,8.4,28.6,43,6.0,0.0,6.43,drifted
1,3,9,5,91.1,91.3,738.1,7.2,24.1,36,4.2,0.0,0.33,drifted
5,4,9,5,90.3,290.0,855.3,7.4,21.2,48,5.6,0.0,0.0,drifted
8,6,8,1,92.1,207.0,672.6,8.2,30.5,19,3.8,0.0,1.23,drifted
6,5,4,1,87.9,24.9,41.6,3.7,15.9,54,5.1,0.0,3.35,drifted
1,2,7,5,90.7,80.9,368.3,16.8,19.8,68,10.0,0.0,0.0,drifted
2,5,9,5,90.3,290.0,855.3,7.4,21.2,48,5.6,0.0,9.96,drifted
5,5,8,7,94.0,47.9,100.7,10.7,22.3,70,6.5,0.0,0.0,drifted
6,5,8,7,92.0,203.2,664.5,8.1,24.1,60,4.2,0.0,0.0,drifted
3,4,3,3,93.4,17.3,28.3,9.9,13.9,25,10.0,0.0,0.0,drifted
7,4,9,3,89.7,284.9,844.0,10.1,15.5,67,6.0,0.0,0.0,drifted
7,4,8,7,91.6,181.3,613.0,7.6,24.3,51,6.9,0.0,0.0,drifted
4,5,8,3,95.2,217.7,690.0,18.0,28.4,39,7.4,0.0,6.43,drifted
1,4,8,5,90.5,196.8,649.9,16.3,16.8,78,6.9,0.0,9.71,drifted
7,4,8,1,91.5,238.2,730.6,7.5,22.7,55,6.0,0.0,0.0,drifted
4,5,8,4,89.4,266.2,803.3,5.6,22.4,44,5.1,0.0,0.0,drifted
3,4,8,4,91.6,248.4,753.8,6.3,21.8,46,5.1,0.0,0.0,drifted
3,4,7,1,94.6,160.0,567.2,16.7,22.9,38,4.7,0.0,0.0,drifted
2,4,8,4,91.6,248.4,753.8,6.3,21.6,49,4.7,0.0,0.0,drifted
1,4,8,3,91.7,191.4,635.9,7.8,24.9,40,6.0,0.0,82.75,drifted
8,6,8,6,93.7,231.1,715.1,8.4,23.9,54,6.9,0.0,3.32,drifted
7,4,8,6,91.6,273.8,819.1,7.7,20.5,62,10.0,0.0,1.94,drifted
2,5,8,6,93.7,231.1,715.1,8.4,23.9,54,6.9,0.0,0.0,drifted
8,6,8,6,93.7,231.1,715.1,8.4,23.9,54,6.9,0.0,0.0,drifted
1,4,9,7,91.0,276.3,825.1,7.1,19.5,66,9.6,0.0,3.71,drifted
6,5,2,2,75.1,4.4,16.2,1.9,9.6,72,8.3,0.0,5.39,drifted
6,4,2,2,75.1,4.4,16.2,1.9,10.1,67,7.4,0.0,2.14,drifted
2,2,2,6,79.5,3.6,15.3,1.8,9.6,49,2.9,0.0,6.84,drifted
6,5,3,1,87.2,15.1,36.9,7.1,15.2,35,7.8,0.0,3.18,drifted
3,4,3,3,90.2,18.5,41.1,7.3,16.2,31,7.4,0.0,5.55,drifted
6,5,3,4,91.3,20.6,43.5,8.5,18.3,17,5.6,0.0,6.61,drifted
6,3,4,7,91.0,14.6,25.6,12.3,18.7,23,11.4,0.0,61.13,drifted
5,4,4,7,91.0,14.6,25.6,12.3,22.6,17,7.8,0.0,0.0,drifted
4,3,5,5,89.6,25.4,73.7,5.7,23.0,30,6.0,0.0,38.48,drifted
8,3,6,1,88.2,96.2,229.0,4.7,19.3,69,6.0,0.0,1.94,drifted
9,4,6,6,90.5,61.1,252.6,9.4,29.5,40,5.1,0.0,70.32,drifted
4,3,6,4,93.0,103.8,316.7,10.8,31.4,25,4.7,0.0,10.08,drifted
2,5,6,4,93.7,121.7,350.2,18.0,27.7,30,11.4,0.0,3.19,drifted
4,3,7,4,93.5,85.3,395.0,9.9,32.2,18,3.3,0.0,1.76,drifted
4,3,7,7,93.7,101.3,423.4,14.7,31.1,35,6.0,0.0,7.36,drifted
7,4,7,7,93.7,101.3,423.4,14.7,23.2,72,6.5,0.0,2.21,drifted
7,4,7,1,89.2,103.9,431.6,6.4,27.6,47,6.9,0.0,278.53,drifted
9,9,7,4,93.2,114.4,560.0,9.5,35.2,15,6.5,0.0,2.75,drifted
4,3,7,4,93.2,114.4,560.0,9.5,35.2,12,6.9,0.0,0.0,drifted
3,4,8,7,94.9,130.3,587.1,14.1,28.4,30,7.8,0.0,1.29,drifted
8,6,8,7,94.9,130.3,587.1,14.1,36.0,17,7.4,0.0,0.0,drifted
2,5,8,7,94.9,130.3,587.1,14.1,38.1,15,6.0,0.0,26.43,drifted
2,4,8,1,95.0,135.5,596.3,21.3,35.6,18,5.6,0.0,2.07,drifted
5,4,8,2,95.1,141.3,605.8,17.7,29.1,33,8.3,0.0,2.0,drifted
5,4,8,2,95.1,141.3,605.8,17.7,31.4,24,5.6,0.0,16.4,drifted
4,4,8,2,95.1,141.3,605.8,17.7,24.4,61,9.6,0.0,46.7,drifted
4,4,8,3,95.1,141.3,605.8,17.7,25.6,48,3.3,0.0,0.0,drifted
4,4,8,3,95.1,141.3,605.8,17.7,33.7,23,6.0,0.0,0.0,drifted
4,4,8,4,95.8,152.0,624.1,13.8,37.4,11,6.5,0.0,0.0,drifted
1,3,8,5,95.9,158.0,633.6,11.3,37.4,17,4.2,0.0,0.0,drifted
1,3,8,5,95.9,158.0,633.6,11.3,32.5,19,6.5,0.0,43.32,drifted
6,6,8,6,96.0,164.0,643.0,14.0,35.8,20,6.9,0.0,8.59,drifted
6,6,8,1,96.2,175.5,661.8,16.8,28.9,32,4.2,0.0,0.0,drifted
4,5,8,1,96.2,175.5,661.8,16.8,37.6,16,5.1,0.0,2.77,drifted
3,4,8,2,96.1,181.1,671.2,14.3,37.3,17,4.2,0.0,14.68,drifted
6,5,8,2,96.1,181.1,671.2,14.3,38.3,16,4.7,0.0,40.54,drifted
7,5,8,2,96.1,181.1,671.2,14.3,32.3,53,6.9,0.6400000000000001,10.82,drifted
8,6,8,2,96.1,181.1,671.2,14.3,26.6,55,6.9,0.08,0.0,drifted
7,5,8,2,96.1,181.1,671.2,14.3,26.6,55,6.9,0.08,0.0,drifted
4,4,8,2,96.1,181.1,671.2,14.3,25.7,59,6.9,0.04,0.0,drifted
2,4,8,3,94.5,139.4,689.1,20.0,34.2,20,6.9,0.0,1.95,drifted
4,3,8,3,94.5,139.4,689.1,20.0,33.9,19,6.9,0.0,49.59,drifted
1,2,8,4,91.0,163.2,744.4,10.1,31.7,25,3.8,0.0,5.8,drifted
1,2,8,5,91.0,166.9,752.6,7.1,23.5,63,10.5,0.0,0.0,drifted
2,4,8,5,91.0,166.9,752.6,7.1,30.9,31,5.6,0.0,0.0,drifted
1,2,8,5,91.0,166.9,752.6,7.1,30.9,31,5.6,0.0,0.0,drifted
5,4,8,5,91.0,166.9,752.6,7.1,26.1,61,9.6,0.1399999999999999,2.17,drifted
6,5,8,5,91.0,166.9,752.6,7.1,23.2,52,7.4,0.0,0.43,drifted
8,6,8,7,81.6,56.7,665.6,1.9,32.8,25,4.7,0.0,0.0,drifted
4,3,8,7,81.6,56.7,665.6,1.9,32.8,22,4.7,0.0,6.44,drifted
2,4,8,7,81.6,56.7,665.6,1.9,26.9,61,7.8,0.0,54.29,drifted
7,4,8,7,81.6,56.7,665.6,1.9,26.2,60,8.7,0.0,11.16,drifted
1,4,8,6,94.4,146.0,614.7,11.3,30.6,32,6.0,0.0,0.0,drifted
6,3,11,2,79.5,3.0,106.7,1.1,16.8,21,6.5,0.0,0.0,drifted
